0 0 2.5547997977258073E-8
0 1 2.5968950995632195E-8
0 2 2.557645603035116E-8
0 3 2.3118542620643563E-8
0 4 1.9377524579099165E-8
0 5 1.526740683691505E-8
0 6 1.141920488020105E-8
0 7 8.166345548061079E-9
0 8 5.615570696799912E-9
0 9 3.729303578512234E-9
0 10 2.4029841852721394E-9
0 11 1.5135903281912618E-9
0 12 9.472751803763917E-10
0 13 6.141492832450591E-10
0 14 4.525592417631919E-10
0 15 4.291793212883622E-10
0 16 5.387600680677688E-10
0 17 8.050230203269964E-10
0 18 1.284331606582965E-9
0 19 2.0728959025417876E-9
0 20 3.317445427307509E-9
0 21 5.229197100128981E-9
0 22 8.101970310043861E-9
0 23 1.2331859584060636E-8
0 24 1.8435736636089016E-8
0 25 2.7070661996911373E-8
0 26 3.904492342041824E-8
0 27 5.532032272296946E-8
0 28 7.699986180438725E-8
0 29 1.0529643185808161E-7
0 30 1.4148354909601508E-7
0 31 1.8679008848187712E-7
0 32 2.423243123794649E-7
0 33 3.089299141672027E-7
0 34 3.870342113376084E-7
0 35 4.765610845588515E-7
0 36 5.767206677636591E-7
0 37 6.859437922533998E-7
0 38 8.01917535750217E-7
0 39 9.21467735028921E-7
0 40 1.0407340211189612E-6
0 41 1.1554286013067833E-6
0 42 1.260864748823937E-6
0 43 1.352406700626002E-6
0 44 1.4258962187305026E-6
0 45 1.4776869521806803E-6
0 46 1.505136309727645E-6
0 47 1.5069122099513036E-6
0 48 1.4827862271768521E-6
0 49 1.4339180151304837E-6
0 50 1.362836505587185E-6
0 51 1.272893348560794E-6
0 52 1.1682408958692785E-6
0 53 1.0535881334175201E-6
0 54 9.33592704320537E-7
0 55 8.127374932394058E-7
0 56 6.951042453102411E-7
0 57 5.84001960136207E-7
0 58 4.819545486844736E-7
0 59 3.9063744545801465E-7
0 60 3.1092538859405967E-7
0 61 2.430231627673071E-7
0 62 1.8651611721129176E-7
0 63 1.4053189325486288E-7
0 64 1.0394183328011677E-7
0 65 7.546278869724157E-8
0 66 5.3772450614368E-8
0 67 3.760169489424961E-8
0 68 2.5800181523923178E-8
0 69 1.7370496161991615E-8
0 70 1.1476774888134189E-8
0 71 7.443926984036076E-9
0 72 4.747546891126932E-9
0 73 2.9924324607501316E-9
0 74 1.892170410243057E-9
0 75 1.249552004475187E-9
0 76 9.397522481841782E-10
0 77 8.977931648723195E-10
0 78 1.1093689866740957E-9
0 79 1.6050333289612205E-9
0 80 2.454449900112953E-9
0 81 3.758539049505934E-9
0 82 5.633851872078122E-9
0 83 8.179785532152369E-9
0 84 1.1429466680701354E-8
0 85 1.5278624886701197E-8
0 86 1.9390629861122893E-8
0 87 2.312951070550874E-8
0 88 2.5584740205401215E-8
0 89 2.5973495468177748E-8
0 90 2.5547997977258073E-8

1 0 3.9867400366664036E-8
1 1 4.3042448420216E-8
1 2 4.143494336111792E-8
1 3 3.664540599670342E-8
1 4 3.0276076407649333E-8
1 5 2.3639262844118077E-8
1 6 1.7584362037405637E-8
1 7 1.2536018942249668E-8
1 8 8.60626744291839E-9
1 9 5.711094328892542E-9
1 10 3.6763969481349006E-9
1 11 2.3063652161290573E-9
1 12 1.4226028141428176E-9
1 13 8.820695648875175E-10
1 14 5.815072627515894E-10
1 15 4.5540835162612523E-10
1 16 4.721517309831513E-10
1 17 6.312396828434027E-10
1 18 9.630515457277908E-10
1 19 1.53199637608313E-9
1 20 2.442877872578751E-9
1 21 3.849862595945023E-9
1 22 5.970748035094559E-9
1 23 9.099911402132004E-9
1 24 1.3621203179673373E-8
1 25 2.0027271666342772E-8
1 26 2.892383730751383E-8
1 27 4.102821624827758E-8
1 28 5.716701818575945E-8
1 29 7.826014806719038E-8
1 30 1.0525897581456065E-7
1 31 1.3908675409914813E-7
1 32 1.8058781736531896E-7
1 33 2.3040239497953717E-7
1 34 2.8884551612855634E-7
1 35 3.558727514700527E-7
1 36 4.30901890589958E-7
1 37 5.127320683014708E-7
1 38 5.996411593774603E-7
1 39 6.89255318055716E-7
1 40 7.786253341565373E-7
1 41 8.645531494910241E-7
1 42 9.435135239159537E-7
1 43 1.0119778204762947E-6
1 44 1.0668516565643339E-6
1 45 1.105426805697398E-6
1 46 1.1256511850267994E-6
1 47 1.126582606813949E-6
1 48 1.108105593712755E-6
1 49 1.071037967476864E-6
1 50 1.017344458569222E-6
1 51 9.4959711243152E-7
1 52 8.708709704986711E-7
1 53 7.84755371774344E-7
1 54 6.947761740784392E-7
1 55 6.042524321267798E-7
1 56 5.162446002288988E-7
1 57 4.3324376101347674E-7
1 58 3.571192601793978E-7
1 59 2.890925717530375E-7
1 60 2.297985217041303E-7
1 61 1.7936256415596505E-7
1 62 1.3745332274074647E-7
1 63 1.034066687125421E-7
1 64 7.636130181803813E-8
1 65 5.534699812824267E-8
1 66 3.9370522365033245E-8
1 67 2.7482896915790108E-8
1 68 1.8823309585845846E-8
1 69 1.2651204979212496E-8
